[header]
width=32
height=24
tilewidth=32
tileheight=32

[tilesets]
tileset=summertiles.png,32,32,0,0

[layer]
type=Tiles
data=
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,
282,282,282,282,282,282,282,282,282,282,282,282,202,192,193,192,193,193,192,192,192,194,194,209,282,282,282,282,282,282,282,282,
282,282,282,282,282,282,282,282,282,282,201,194,189,163,173,185,182,317,177,184,167,324,334,190,194,210,282,282,282,282,282,282,
282,282,282,282,282,282,282,202,193,193,189,335,330,186,186,320,177,184,187,322,330,148,167,331,148,208,282,282,282,282,282,282,
282,282,282,282,282,201,192,189,167,335,187,179,168,180,333,167,181,182,167,162,163,175,187,328,171,190,209,282,282,282,282,282,
282,282,282,282,282,198,162,186,167,174,164,170,173,177,318,319,175,203,212,211,196,175,184,167,320,331,206,282,282,282,282,282,
282,282,282,282,201,189,327,148,173,334,164,171,185,167,165,187,322,208,314,290,198,239,346,72,221,332,206,282,282,282,282,282,
282,282,282,282,198,329,331,183,184,321,164,178,337,178,325,332,203,217,284,202,227,243,78,353,232,163,208,282,282,282,282,282,
282,282,282,282,197,335,321,168,326,171,148,187,333,319,162,204,217,301,312,197,349,353,339,246,341,323,207,282,282,282,282,282,
282,282,282,282,197,337,319,336,183,327,330,187,335,175,175,208,300,314,201,188,225,250,239,79,338,174,206,282,282,282,282,282,
282,282,282,282,197,331,178,167,320,165,323,320,322,180,203,216,295,202,188,238,238,237,338,350,228,167,208,282,282,282,282,282,
282,282,282,282,197,322,325,174,317,333,174,164,317,203,216,305,297,198,341,242,73,338,227,346,323,174,191,210,282,282,282,282,
282,282,282,282,198,173,317,165,166,316,172,180,203,217,311,305,201,189,187,116,88,88,114,116,333,335,167,208,282,282,282,282,
282,282,282,282,198,166,316,174,325,174,322,203,216,311,291,201,189,163,97,107,119,99,121,87,180,321,164,208,282,282,282,282,
282,282,282,282,199,148,173,333,329,336,333,206,295,288,201,188,329,120,119,85,119,120,94,123,115,172,204,217,282,282,282,282,
282,282,282,282,197,178,329,334,187,171,203,216,292,201,188,327,104,102,123,115,99,85,110,98,104,334,207,282,282,282,282,282,
282,282,282,282,214,196,170,334,178,163,207,314,202,189,164,176,148,119,95,117,122,109,122,102,177,203,216,282,282,282,282,282,
282,282,282,282,282,214,195,333,180,186,191,192,188,335,167,166,164,119,121,107,122,119,87,332,186,206,282,282,282,282,282,282,
282,282,282,282,282,282,215,195,322,174,335,163,334,179,162,334,177,168,330,85,120,119,182,322,204,216,282,282,282,282,282,282,
282,282,282,282,282,282,282,214,213,195,329,174,318,187,327,319,166,323,333,333,177,316,164,204,217,282,282,282,282,282,282,282,
282,282,282,282,282,282,282,282,282,215,212,212,196,335,328,170,330,165,167,336,203,213,213,216,282,282,282,282,282,282,282,282,
282,282,282,282,282,282,282,282,282,282,282,282,215,213,211,212,211,211,213,211,217,282,282,282,282,282,282,282,282,282,282,282,
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282

[layer]
type=Collisions
data=
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,
357,357,357,357,357,357,357,357,357,357,357,357,357,358,358,358,358,358,358,358,358,358,358,358,357,357,357,357,357,357,357,357,
357,357,357,357,357,357,357,357,357,357,358,358,358,0,0,0,0,0,0,0,0,0,0,0,358,358,357,357,357,357,357,357,
357,357,357,357,357,357,357,358,358,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,357,357,357,357,357,357,
357,357,357,357,357,358,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,357,357,357,357,357,
357,357,357,357,358,0,0,0,0,0,0,0,0,0,0,0,0,0,358,358,0,0,0,0,0,0,358,357,357,357,357,357,
357,357,357,357,358,0,0,0,0,0,0,0,0,0,0,0,0,358,357,357,358,0,0,0,0,0,358,357,357,357,357,357,
357,357,357,357,358,0,0,0,0,0,0,0,0,0,0,0,0,358,357,358,0,0,0,0,0,0,358,357,357,357,357,357,
357,357,357,357,358,0,0,0,0,0,0,0,0,0,0,0,358,357,358,0,0,0,0,0,0,0,358,357,357,357,357,357,
357,357,357,357,358,0,0,0,0,0,0,0,0,0,0,358,357,357,358,0,0,0,0,0,0,0,358,357,357,357,357,357,
357,357,357,357,358,0,0,0,0,0,0,0,0,0,0,358,357,358,0,0,0,0,0,0,0,0,358,357,357,357,357,357,
357,357,357,357,358,0,0,0,0,0,0,0,0,0,358,357,357,358,0,0,0,0,0,0,0,0,0,358,357,357,357,357,
357,357,357,357,358,0,0,0,0,0,0,0,0,358,357,357,358,0,0,0,0,0,0,0,0,0,0,358,357,357,357,357,
357,357,357,357,358,0,0,0,0,0,0,0,358,357,357,358,0,0,0,0,0,0,0,0,0,0,0,358,357,357,357,357,
357,357,357,357,358,0,0,0,0,0,0,358,357,357,358,0,0,0,0,0,0,0,0,0,0,0,0,358,357,357,357,357,
357,357,357,357,358,0,0,0,0,0,0,358,357,358,0,0,0,0,0,0,0,0,0,0,0,0,358,357,357,357,357,357,
357,357,357,357,358,0,0,0,0,0,0,358,358,0,0,0,0,0,0,0,0,0,0,0,0,0,358,357,357,357,357,357,
357,357,357,357,357,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,357,357,357,357,357,
357,357,357,357,357,357,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,357,357,357,357,357,357,
357,357,357,357,357,357,357,358,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,357,357,357,357,357,357,357,
357,357,357,357,357,357,357,357,357,358,358,358,0,0,0,0,0,0,0,0,0,358,358,358,357,357,357,357,357,357,357,357,
357,357,357,357,357,357,357,357,357,357,357,357,358,358,358,358,358,358,358,358,358,357,357,357,357,357,357,357,357,357,357,357,
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357

