[header]
width=32
height=24
tilewidth=32
tileheight=32

[tilesets]
tileset=summertiles.png,32,32,0,0

[layer]
type=Calque de Tile 1
data=
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,
286,286,286,286,286,286,286,286,286,286,286,286,202,192,193,194,193,193,193,193,193,209,286,286,286,286,286,286,286,286,286,286,
286,286,286,286,286,286,286,202,193,192,192,194,188,322,182,172,181,320,165,187,180,190,192,194,192,209,286,286,286,286,286,286,
286,286,286,286,202,194,192,189,330,173,337,331,162,184,167,317,327,336,126,143,129,335,148,178,171,191,194,192,209,286,286,286,
286,286,286,286,197,167,323,327,180,165,176,326,320,183,186,318,316,126,151,144,153,129,321,337,187,336,323,181,206,286,286,286,
286,286,286,286,198,182,319,336,165,337,172,163,321,321,266,256,274,124,145,149,145,132,175,181,186,337,171,319,208,286,286,286,
286,286,286,286,199,321,177,326,318,266,274,266,258,256,253,343,254,257,257,256,258,258,257,274,327,187,162,173,207,286,286,286,
286,286,286,286,198,320,317,177,266,252,254,252,346,220,244,224,232,347,338,225,231,340,347,254,274,183,148,179,207,286,286,286,
286,286,286,202,189,172,163,167,262,338,225,251,227,227,230,244,343,340,231,235,247,348,245,225,272,162,165,329,206,286,286,286,
286,286,286,199,180,330,337,316,261,220,228,108,349,353,339,229,244,239,348,243,232,234,231,247,271,324,180,182,207,286,286,286,
286,286,286,197,324,166,324,266,252,248,353,222,346,244,342,220,243,340,348,249,232,342,229,234,273,334,186,332,208,286,286,286,
286,286,286,197,184,171,177,262,353,240,347,240,250,241,226,349,224,232,348,353,220,224,345,223,271,167,322,325,206,286,286,286,
286,286,286,198,184,167,322,263,221,353,345,229,240,240,341,251,236,343,342,227,230,220,348,349,255,274,333,175,206,286,286,286,
286,286,286,197,334,332,166,263,250,250,239,108,221,241,223,228,352,251,236,232,353,239,224,224,108,271,330,320,207,286,286,286,
286,286,286,198,331,324,335,263,340,342,246,351,348,348,220,249,341,350,244,246,228,232,232,224,225,271,329,168,206,286,286,286,
286,286,286,199,187,323,327,279,259,340,340,247,342,223,339,240,245,244,246,338,221,234,232,244,244,273,333,186,207,286,286,286,
286,286,286,197,331,325,317,162,278,260,231,232,345,242,236,237,347,240,227,232,242,230,349,249,241,271,163,178,206,286,286,286,
286,286,286,214,195,322,322,164,325,278,259,350,234,224,227,343,350,345,239,348,232,341,351,235,227,272,336,333,206,286,286,286,
286,286,286,286,197,184,163,319,187,321,278,259,343,232,349,341,250,108,226,341,343,242,245,240,236,272,186,333,206,286,286,286,
286,286,286,286,214,196,185,337,317,172,178,278,277,260,339,235,343,243,345,227,343,232,227,224,238,273,167,184,208,286,286,286,
286,286,286,286,286,199,171,321,174,183,186,163,186,278,275,277,276,276,276,276,275,276,276,277,276,280,321,203,217,286,286,286,
286,286,286,286,286,214,211,196,184,167,335,333,187,168,337,320,322,186,337,203,196,165,170,337,335,328,182,206,286,286,286,286,
286,286,286,286,286,286,286,215,213,211,212,212,213,213,212,211,212,213,212,217,214,212,211,212,211,213,211,216,286,286,286,286,
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286

